Name,Inventory Icon,Caption,Object Map Link,Element,Additional Element Attack Power (AOE),Additional Element Attack Power (Ranged),Additional Element Attack Power (Rod),Element Cooldown,Destroyed on Hit,Fusable,Fuse Attack Power (Sword),Fuse Attack Power (Large Sword),Fuse Attack Power (Spear),Fuse Attack Power (Arrow),Fuse Attack Power (Shield),Fuse Replace Properties,Fuse Cut or Blunt,Fuse Property 1,Fuse Property 2,Fuse Property 3,Fuse Property 4,Fuse Property 5,Fuse Property 6,Fuse Property 7,Hearts Recovered,Cooking Effect,Cooking Effect Level,Cooking Base Effect Duration,Cooking Effect Time Boost Duration,Cooking Effect Time Boost Success Rate,Sell Price,Buy Price (Rupees),Buy Price (Poes),Dye Color,Needed for Quests,Needed for Armor Upgrades,Scales To,Scale Up On Weapon When Points Total Is,Spawn Time,Despawn Time,Flame Guard Level,Flammable,Burns Out,Freezable,Conducts Electricity,Is Character,Wettability,Forest Dweller Cooldown (First Use),Forest Dweller Cooldown,Name (Japanese),Caption (Japanese),IsUsable,IsEditAttachParamForArrow,IsOverrideDamageAttribute,Cooking Tag 1,Cooking Tag 2,Cooking Tag 3,Cooking Tag (Custom),Cooking Tag (Custom) 2,ActorName,MaterialCategory,MaterialCategory Order,PouchSortKey,Compendium #,Inventory Order (By type)
Horriblin Claw,,"A talon obtained from a Horriblin. Attach it to
an arrow to increase its attack power, or stew
it with a critter to make an elixir.",-,-,-,-,-,,FALSE,TRUE,4,4,4,8,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,01:20,10%,12,45,-,Gray,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ホラブリンの爪,"ホラブリンを倒して手に入れた爪 矢じりに使うと
普段より攻撃力が上がる 特性を持つ
虫と煮込むと薬の材料にもなる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_104,EnemyBlunt,17,120,-,227
Lizalfos Talon,,"This talon once grew from the elbow of a
Lizalfos. Its aerodynamic shape increases
attack power when attached to arrows. Stew
it with critters to make elixirs.",-,-,-,-,-,,FALSE,TRUE,5,5,4,10,5,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,-,-,-,-,-,-,-,-,01:20,10%,15,60,-,Gray,0,15,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,リザルフォスの爪,"リザルフォスの肘に生える爪 空気抵抗が少なく
矢じりに使えば 通常より攻撃力が上がる
また 虫と一緒に煮込めば薬になる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_04,EnemyBlunt,17,115,-,228
Frox Fingernail,,"A flat, cracked fingernail. Attach it to an arrow
to increase its attack power, or cook it with a
critter to make an elixir.",-,-,-,-,-,,FALSE,TRUE,10,10,8,20,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,-,-,-,-,-,-,-,-,-,01:20,10%,40,160,-,Light Yellow,0,9,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,デグガーマの爪,"平たい形状のひび割れた爪
矢じりに使うと 普段より攻撃力が上がる
また 虫と煮込むと薬の材料にもなる",FALSE,TRUE,FALSE,CookEnemy,-,-,-,-,Item_Enemy_189,EnemyBlunt,17,110,-,229
Dinraal's Scale,,"This precious scale contains a massive
amount of heat. Attach it to a weapon to
greatly increase its attack power. It can be
cooked, but eating it seems like a waste.",-,Fire,20,-,-,,FALSE,TRUE,16,16,13,16,16,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Fire Attack Power,Fire Burst,Warm,Shield Bash Attack,-,-,-,-,-,01:00,100%,150,600,-,Crimson,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,オルドラのウロコ,"内部に膨大な熱が蓄えられている 貴重な鱗
武器に付ければ 攻撃力がかなり上がる 
料理にも使えるが 食べてしまうのはもったいない",FALSE,TRUE,FALSE,CookLowPrice,CookSpice, CookValue1,-,-,Item_Enemy_38,EnemyBlunt,17,105,-,230
Naydra's Scale,,"This precious scale contains supercooled air
inside. Attach it to a weapon to greatly
increase its attack power. It can be cooked,
but just eating it seems like a waste.",-,Ice,20,-,-,,FALSE,TRUE,16,16,13,16,16,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Ice Attack Power,Ice Burst,Cold,Shield Bash Attack,-,-,-,-,-,01:00,100%,150,600,-,Light Blue,0,5,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ネルドラのウロコ,"内部に超低温の冷気が蓄えられている 貴重な鱗
武器に付けると 攻撃力がかなり上がる
料理にも使えるが 食べてしまうのはもったいない",FALSE,TRUE,FALSE,CookLowPrice,CookSpice, CookValue1,-,-,Item_Enemy_49,EnemyBlunt,17,100,-,231
Farosh's Scale,,"This precious scale is constantly charged with
powerful electricity. Attach it to a weapon to
greatly increase its attack power. Cooking it is
possible but probably wasteful.",-,Electric,20,-,-,,FALSE,TRUE,16,16,13,16,16,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Electric Attack Power,Electric Burst,Shield Bash Attack,-,-,-,-,-,-,01:00,100%,150,600,-,Light Yellow,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,フロドラのウロコ,"常に強力な電気が蓄えられている 貴重な鱗
武器に付けると 攻撃力がかなり上がる
料理にも使えるが 食べてしまうのはもったいない",FALSE,TRUE,FALSE,CookLowPrice,CookSpice, CookValue1,-,-,Item_Enemy_53,EnemyBlunt,17,95,-,232
Light Dragon's Scale,,"A precious scale that fell from the Light
Dragon. It's faintly warm and has an oddly
familiar, mysterious power that heals when
attached to a weapon.",-,-,-,-,-,,FALSE,TRUE,12,12,10,12,12,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Attacks Heal,Shield Bash Attack,-,-,-,-,-,-,-,01:00,100%,150,600,-,White,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白龍のウロコ,"白龍からはがれ落ちた 貴重な鱗
ほのかに温かみがあって 懐かしさを感じる
武器に付けると 使用者を癒す不思議な性質がある",FALSE,TRUE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_158,EnemyBlunt,17,90,-,233
Dinraal's Claw,,"This valuable claw is said to have once been
covered in flames. Attach it to a weapon to
greatly increase its attack power. It can also
be cooked or sold.",-,Fire,20,-,-,,FALSE,TRUE,18,18,14,36,18,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Fire Attack Power,Fire Burst,Warm,Shield Bash Attack,-,-,-,-,-,03:00,100%,180,720,-,Crimson,1,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,オルドラの爪,"元は炎をまとっていたと言われている 貴重な爪
武器に付けると 攻撃力がかなり上がる また
料理にも使え 店で買い取ってもらう事もできる",FALSE,TRUE,FALSE,CookLowPrice,CookSpice, CookValue1,-,-,Item_Enemy_39,EnemyBlunt,17,85,-,234
Naydra's Claw,,"This valuable claw was once nearly frozen.
Attach it to a weapon to greatly increase its
attack power. It can be cooked or sold for
some rupees.",-,Ice,20,-,-,,FALSE,TRUE,18,18,14,36,18,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Ice Attack Power,Ice Burst,Cold,Shield Bash Attack,-,-,-,-,-,03:00,100%,180,720,-,Light Blue,1,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ネルドラの爪,"元は冷気をまとっていたと言われる 貴重な爪 
武器に付けると 攻撃力がかなり上がる
料理にも使え 店で買い取ってもらう事もできる",FALSE,TRUE,FALSE,CookLowPrice,CookSpice, CookValue1,-,-,Item_Enemy_50,EnemyBlunt,17,80,-,235
Farosh's Claw,,"A valuable claw that once produced lightning.
Attach it to a weapon to greatly increase its
attack power. It can also be cooked or sold
for rupees.",-,Electric,20,-,-,,FALSE,TRUE,18,18,14,36,18,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Extra Electric Attack Power,Electric Burst,Shield Bash Attack,-,-,-,-,-,-,03:00,100%,180,720,-,Light Yellow,1,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,フロドラの爪,"周囲に雷を放っていたと言われる 貴重な爪
武器に付けると 攻撃力がかなり上がる
料理にも使え 店で買い取ってもらう事もできる",FALSE,TRUE,FALSE,CookLowPrice,CookSpice, CookValue1,-,-,Item_Enemy_54,EnemyBlunt,17,75,-,236
Light Dragon's Talon,,"A precious talon that fell from the Light
Dragon. It may look dangerous, but its real
power is to heal when attached to a weapon.",-,-,-,-,-,,FALSE,TRUE,14,14,11,28,14,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Attacks Heal,Shield Bash Attack,-,-,-,-,-,-,-,03:00,100%,180,720,-,White,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白龍の爪,"白龍から抜け落ちた 貴重な爪
見た目とは裏腹に あまり危険さは感じない
武器に付けると 使用者を癒す不思議な性質がある",FALSE,TRUE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_159,EnemyBlunt,17,70,-,237
Shard of Dinraal's Fang,,"An incredibly hard piece of a fang from
Dinraal. Attach it to a weapon to greatly
increase its attack power. It can also be
cooked into a meal.",-,Fire,20,-,-,,FALSE,TRUE,20,21,16,40,20,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Fire Attack Power,Fire Burst,Warm,-,-,-,-,-,10:00,100%,250,1000,-,Crimson,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,オルドラの牙のかけら,"オルドラから欠け落ちた 恐ろしく硬い牙のかけら
武器に付けると 攻撃力がかなり上がる
また 料理の材料として使う事もできる",FALSE,TRUE,FALSE,CookLowPrice,CookSpice, CookValue1,-,-,Item_Enemy_47,EnemyBlunt,17,65,-,238
Shard of Naydra's Fang,,"A piece that chipped off one of Naydra's 
fangs. It's much harder than any metal.
Attach it to a weapon to greatly increase its
attack power, or cook it into a meal.",-,Ice,20,-,-,,FALSE,TRUE,20,21,16,40,20,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Ice Attack Power,Ice Burst,Cold,-,-,-,-,-,10:00,100%,250,1000,-,Light Blue,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ネルドラの牙のかけら,"ネルドラから欠け落ちた 牙の一部
金属より数段硬く 武器に付けると
攻撃力がかなり上がる また 料理の材料にもなる",FALSE,TRUE,FALSE,CookLowPrice,CookSpice, CookValue1,-,-,Item_Enemy_51,EnemyBlunt,17,65,-,239
Shard of Farosh's Fang,,"An extremely hard chip of one of Farosh's
fangs. Attach it to a weapon to greatly
increase its attack power. It can also be used
in cooking.",-,Electric,20,-,-,,FALSE,TRUE,20,21,16,40,20,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Extra Electric Attack Power,Electric Burst,-,-,-,-,-,-,10:00,100%,250,1000,-,Light Yellow,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,フロドラの牙のかけら,"フロドラから欠け落ちた 牙の一部
非常に硬く 武器に付けると攻撃力がかなり上がる
また 料理の材料として使う事もできる",FALSE,TRUE,FALSE,CookLowPrice,CookSpice, CookValue1,-,-,Item_Enemy_55,EnemyBlunt,17,55,-,240
Shard of Light Dragon's Fang,,"A shard that fell off from the Light Dragon's
fang. It's smooth rather than rough, and it has
a mysterious power to heal when attached to
a weapon. ",-,-,-,-,-,,FALSE,TRUE,16,16,13,32,16,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Attacks Heal,Shield Bash Attack,-,-,-,-,-,-,-,10:00,100%,250,1000,-,White,0,3,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,白龍の牙のかけら,"白龍から欠け落ちた 牙のかけら
鋭さはなく柔らかな雰囲気がある 武器に付けると
使用者の傷を治癒する不思議な性質がある",FALSE,TRUE,FALSE,CookLowPrice,CookSpice,-,-,-,Item_Enemy_160,EnemyBlunt,17,50,-,241
Ancient Blade,,"An ancient dagger-like blade. It's too small to
wield as a weapon, but it can be used as an
arrowhead.",Ancient Blade,-,-,-,-,,TRUE,TRUE,50,52,38,50,50,TRUE,Cut,More Shield Surfing Friction,Not Torch,Shield Bash Attack,Ancient Weapon,Alter Shield Bash Animation,-,-,-,-,-,-,-,-,1,4,-,Brown,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,古代の刃,"敵を消滅させる力を持つ 古の短剣状の刃
武器として振るうには小さすぎるため
矢に付けて飛ばすのが 主な使い道となる",FALSE,TRUE,FALSE,CookGolem,-,-,-,-,Item_Weapon_01,AncientBlade,18,1416,-,242
King's Scale,,"Zora kings bear this scale on their foreheads.
It sparkles in different ways depending on 
the angle from which it's viewed. They were
once used in ancient Zora ceremonies.",-,-,-,-,-,,TRUE,TRUE,5,5,4,5,1,FALSE,Blunt,More Shield Surfing Friction,Not Torch,Water Burst,Extra Water Attack Power,Long Throw,Shield Bash Attack,-,-,-,-,-,-,-,,120,-,Light Blue,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,王のウロコ,"歴代ゾーラ王の額に生じる 特別なウロコ
見る角度によって 異なる輝きを放つ
古くは ゾーラの祭事で用いられていた",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Item_KingScale,FireWoodBundle,19,2010,-,243
Brightbloom Seed,,"A seed that's often found in caves or wells.
When struck, it will take root and bloom,
giving off faint light from a small flower.",Brightbloom Seed,-,-,-,-,,TRUE,TRUE,1,1,1,1,1,FALSE,Blunt,More Shield Surfing Friction,Shield Bash Attack,No Shield Surf Stagger When Burst,Reusable On Forest Dweller Weapons,-,-,-,0,-,-,-,-,-,2,8,-,Light Yellow,0,90,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,00:04,00:10,アカリバナの種,"洞窟や井戸に生える アカリバナと呼ばれる花の種
衝撃を与えると即座に花開き その場に根を張る
光は わずかに周囲を照らす",TRUE,TRUE,FALSE,CookFruit,-,-,-,-,LightBall_Small,FireWoodBundle,19,2000,249,244
Giant Brightbloom Seed,,"A seed that's found underground. When
struck, it will take root and bloom, radiating
a large amount of light from a big flower.",Giant Brightbloom Seed,-,-,-,-,,TRUE,TRUE,1,1,1,1,1,FALSE,Blunt,More Shield Surfing Friction,Shield Bash Attack,No Shield Surf Stagger When Burst,Reusable On Forest Dweller Weapons,-,-,-,0,-,-,-,-,-,4,16,-,Light Yellow,2,105,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,00:05:33,00:13:33,巨大なアカリバナの種,"洞窟で年月をかけて成長した アカリバナの種
衝撃を受けると その場に根を張り大きな花を開く
とても明るい光で あたり一帯を照らす",TRUE,TRUE,FALSE,CookFruit,-,-,-,-,LightBall_Large,FireWoodBundle,19,1999,250,245
Hylian Pine Cone,,"Grows on trees found all over Hyrule. It 
contains oil and burns well. Throw it into a fire
to increase the intensity of the flame.",Hylian Pine Cone,-,-,-,-,,FALSE,TRUE,1,1,1,1,-,FALSE,Blunt,More Shield Surfing Friction,-,-,-,-,-,-,-,-,-,-,-,-,2,8,-,Brown,0,0,-,-,-,-,0,TRUE,TRUE,FALSE,FALSE,FALSE,0.01,-,-,ハイラルボックリ,"ハイラルに幅広く分布する樹木の実
油分を多く含んでおり 燃えやすく
たき火にくべると火力が上がる",FALSE,TRUE,FALSE,CookOre,-,-,-,-,FldObj_Pinecone_A_01,FireWoodBundle,19,,255,246
Wood,,"A portable bundle of wood. You can use this
to make a campfire if you have something to
light it.",Wood,-,-,-,-,,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Torch,-,-,-,-,-,-,-,-,-,-,2,12,-,Brown,25,0,-,-,-,-,0,TRUE,TRUE,FALSE,FALSE,FALSE,0.1,-,-,薪の束,"どこにでも持ち運びできる薪
火種があれば火をつける事ができる",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Obj_FireWoodBundle,FireWoodBundle,19,,-,247
Zonaite,,"An unusual mineral that has many purposes.
Ancients extracted energy from it and refined
it for the crafting of weapons and armor.",Zonaite,-,-,-,-,,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Zonai,-,-,-,-,-,-,-,-,-,-,3,12,-,Green,50,150,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ゾナニウム,"様々な用途に応用できる鉱石 太古の人々は
そのエネルギーを抽出して 動力として利用したり
製錬した物質を 武器防具の材料に使ったとされる",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Item_Ore_L,Zonanium,20,10,-,248
Large Zonaite,,"Zonaite of especially high purity. The amount
of energy concentrated in it allows for much
higher power output than regular zonaite.",Large Zonaite,-,-,-,-,,FALSE,TRUE,1,1,1,1,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Zonai,-,-,-,-,-,-,-,-,-,-,6,24,-,Green,0,190,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,大きなゾナニウム,"とりわけ純度が高い 貴重なゾナニウム
抽出できるエネルギーは巨大で 通常の
ゾナニウムとは比較にならない出力を得られる",FALSE,TRUE,FALSE,CookOre,-,-,-,-,Item_Ore_M,Zonanium,20,5,-,249
Zonai Charge,,"A material used as a power source for
constructs and other devices. Its strange light
seems to reveal potent energy inside.",Zonai Charge,-,-,-,-,,FALSE,TRUE,2,2,2,2,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Zonai,-,-,-,-,-,-,-,-,-,-,6,2,-,Green,0,0,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,ゾナウエネルギー,"ゴーレムなどの動力源として用いられる物質　
湧き出す光からは 強いエネルギーを感じる",FALSE,TRUE,FALSE,CookGolem,-,-,-,-,Item_Enemy_130,Zonanium,20,,-,250
Large Zonai Charge,,"A large Zonai charge found near ruins.
It seems as though it's bursting with energy
because of the strangely powerful light
coming from it.",Large Zonai Charge,-,-,-,-,,FALSE,TRUE,3,3,3,3,-,TRUE,Blunt,More Shield Surfing Friction,Not Torch,Zonai,-,-,-,-,-,-,-,-,-,-,10,1,-,Green,0,114,-,-,-,-,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,-,-,大きなゾナウエネルギー,"古い遺跡で見つかる巨大なゾナウエネルギー
ほとばしる光から 非常に強い力を感じる",FALSE,TRUE,FALSE,CookGolem,-,-,-,-,Item_Enemy_131,Zonanium,20,,-,251
