Name,Type,ActorName,Object Map Link,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
Inn,Shop,ShopInn_Rito,Inn,-3612.0908,1852.5349,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inn,Shop,ShopInn_UMiiVillage,Inn,3999.541,1596.0153,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inn,Shop,ShopInn_Uotori,Inn,2944.6143,-3437.0312,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inn,Shop,ShopInn_Zora,Inn,3296.2275,508.5319,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_BaseCamp,General Store,-205.76697,76.56111,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_Gerudo,General Store,-3821.894,-2936.2876,95,-3849,-2904,95,-3858,-2913,95,-3823,-2879,95,-3820,-2926,95,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_Goron,General Store,1683.5803,2463.4885,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_Hateno,General Store,3360.7812,-2171.5625,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_Kakariko,General Store,1825.8577,-1041.0016,131,1794,-1029,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_Korok,General Store,431.8081,2173.9978,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_Oasis,General Store,-3262.25,-2604.25,95,-3278,-2565,95,-3274,-2536,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_Rito,General Store,-3644.6128,1820.456,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_UMiiVillage,General Store,4005.821,1634.1475,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_Uotori,General Store,2959.3562,-3493.9087,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Store,Shop,ShopGeneral_Zora,General Store,3322.851,490.7429,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor Shop,Shop,ShopArmor_BaseCamp,Armor Shop,-205.7668,86.80245,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor Shop,Shop,ShopArmor_Gerudo,Armor Shop,-3275.5,-2552,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor Shop,Shop,ShopArmor_Goron,Armor Shop,1642.8693,2409.2007,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor Shop,Shop,ShopArmor_Hateno,Armor Shop,3356.9531,-2127.875,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor Shop,Shop,ShopArmor_Kakariko,Armor Shop,1854.6864,-981.32355,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor Shop,Shop,ShopArmor_Rito,Armor Shop,-3631.4905,1787.2845,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dye Shop,Shop,ShopDye_Hateno,Dye Shop,3403.9863,-2152.2605,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewelry Shop,Shop,ShopJewelry_Gerudo,Jewelry Shop,-3836.8015,-2877.07,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal Refinery,Shop,BatteryExchangeShop_00,Crystal Refinery,357.1684,-1651.3439,2306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal Refinery,Shop,BatteryExchangeShop_01,Crystal Refinery,-219.2041,191.85449,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_00,Forge Construct,470.04074,-1685.6963,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bargainer Statue,Shop,DemonStatue_00,Bargainer Statue,-756.47,-1956.871,-559,-776,-1899,-557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bargainer Statue,Shop,DemonStatue_01,Bargainer Statue,458.3162,-796.50635,-470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bargainer Statue,Shop,DemonStatue_02,Bargainer Statue,-1032.6471,2690.373,-266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bargainer Statue,Shop,DemonStatue_03,Bargainer Statue,3850.7712,-1333.9298,-851,3850,-1334,-818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bargainer Statue,Shop,DemonStatue_04,Bargainer Statue,883.0049,-2398.976,-386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bargainer Statue,Shop,DemonStatue_05,Bargainer Statue,3702.1504,2604.2031,-412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithing Construct,Shop,ForgeShopGolem,Smithing Construct,1356.9128,-3375.7468,-737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_01,Forge Construct,-3810.272,-2960.9932,-487,-3810,-3063,-411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_02,Forge Construct,-3190.3196,-2515.127,-475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_03,Forge Construct,3243.8657,556.71234,-750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_04,Forge Construct,-3423.9075,1846.7661,-305,-3463,1917,-417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_05,Forge Construct,1697.77,2382.5151,-824,1676,2280,-883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_06,Forge Construct,3957.3982,1557.1833,-576,3968,1401,-598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_07,Forge Construct,1767.345,-1178.6145,-629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_08,Forge Construct,3526.72,-2185.289,-588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_09,Forge Construct,2952.7297,-3379.3108,-453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forge Construct,Shop,SmeltShopGolem_10,Forge Construct,-856.2312,-1935.3607,-523,-856,-1970,-522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
